loan_ID,person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_N,cb_person_default_on_file_Y
7569,22,50000,1,7500,8.32,0,0.15,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
7570,26,51000,5,7000,15.21,1,0.14,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
7571,22,57000,5,7500,11.86,0,0.13,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
7572,22,44400,4,7500,8.49,1,0.17,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7573,22,57000,5,7500,10.25,0,0.13,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
7574,22,50663,0,7500,13.22,0,0.15,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7575,26,51000,10,13000,15.33,1,0.25,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
7576,22,51000,6,7500,5.99,0,0.15,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
7577,22,57000,6,11400,12.53,0,0.2,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7578,23,52000,7,7500,10.38,0,0.14,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7579,25,53000,0,7500,10.39,0,0.14,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7580,24,55000,0,7500,6.03,0,0.14,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7581,22,55000,6,7500,6.03,0,0.14,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7582,26,57000,10,2500,11.58,0,0.04,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7583,24,57000,8,9000,8,0,0.16,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7584,21,55000,1,7500,7.88,0,0.14,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7585,24,57000,3,5500,8,0,0.1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
7586,23,57000,7,4200,10.51,0,0.07,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7587,24,55000,1,7500,12.53,0,0.14,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
7588,25,57000,4,900,8.63,0,0.02,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7589,22,57000,6,25000,9.01,0,0.44,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7590,25,57000,5,7250,10.59,0,0.13,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
7591,26,57006,10,6000,6.17,0,0.11,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7592,23,57000,8,7500,11.97,0,0.13,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7593,23,57600,5,7500,13.85,0,0.13,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
7594,26,57068,2,1600,15.23,0,0.03,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
7595,25,57120,4,25000,10.99,0,0.44,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
7596,23,57188,7,17450,6.62,0,0.31,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
7597,21,57192,0,8000,7.49,0,0.14,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7598,23,59000,7,7500,6.54,0,0.13,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7599,25,53000,3,7500,12.92,1,0.14,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
7600,21,57200,5,8000,6.03,0,0.14,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7601,22,57200,7,7500,7.51,0,0.13,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7602,25,57200,1,2400,7.49,0,0.04,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7603,22,57200,4,7000,7.51,0,0.12,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7604,25,60000,6,7500,14.27,0,0.13,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
7605,22,57204,6,9000,15.58,0,0.16,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
7606,22,60000,6,7500,9.99,0,0.13,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
7607,23,60000,4,7500,7.66,0,0.13,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
7608,25,57400,9,8475,6.99,0,0.15,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7609,22,57400,0,10500,7.75,0,0.18,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7610,24,57431,8,4000,6.76,0,0.07,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
7611,22,60000,3,7500,6.17,0,0.13,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
7612,23,57468,8,14075,9.91,0,0.24,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7613,23,60000,8,7500,9.07,0,0.13,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
7614,21,57500,6,4000,7.9,0,0.07,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
7615,22,60000,6,7500,11.34,0,0.13,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
7616,21,61000,3,7500,10.39,0,0.12,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7617,26,64000,8,7500,9.83,0,0.12,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7618,26,57500,2,7750,6.76,0,0.13,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7619,25,51500,1,13000,16.07,1,0.25,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
7620,26,66000,2,7500,6.62,0,0.11,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7621,25,67000,7,7500,12.18,0,0.11,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
7622,23,57504,1,9000,6.54,0,0.16,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7623,23,57504,7,10000,8.59,0,0.17,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
7624,26,57550,4,3500,5.42,0,0.06,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7625,22,57564,6,21000,11.48,0,0.36,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
7626,22,67500,1,7500,9.76,0,0.11,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7627,24,68000,0,7500,11.99,0,0.11,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
7628,23,68000,1,7500,11.49,0,0.11,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7629,24,57600,8,10500,6.62,0,0.18,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
7630,26,57600,10,1800,12.42,0,0.03,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
7631,23,57600,4,10000,6.03,0,0.17,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7632,22,57600,6,6500,7.49,0,0.11,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
7633,22,57600,4,1500,5.99,0,0.03,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7634,23,51600,1,4800,10.99,1,0.09,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
7635,24,57600,4,3300,5.42,0,0.06,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
7636,23,62844,7,7500,11.97,1,0.12,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
7637,22,57600,6,6000,10.74,0,0.1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7638,24,69996,5,7500,7.49,0,0.11,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
7639,23,64000,0,7500,13.55,1,0.12,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
7640,22,57600,1,6000,10,0,0.1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
7641,23,57600,6,4000,5.42,0,0.07,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7642,23,57600,7,5000,5.79,0,0.09,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
7643,21,72000,1,7500,13.22,0,0.1,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7644,22,72000,3,7500,11.41,0,0.1,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7645,23,75000,8,7500,13.48,0,0.1,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
7646,23,75000,4,7500,11.83,0,0.1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7647,25,57600,4,7000,7.88,0,0.12,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
7648,23,57600,7,10000,13.11,0,0.17,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7649,25,58650,5,7500,15.37,1,0.11,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
7650,24,79992,0,7500,10.71,0,0.09,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7651,23,57664,4,10000,6.62,0,0.17,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7652,25,74004,2,7500,12.61,1,0.1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7653,23,57700,7,3500,10.65,0,0.06,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
7654,21,57700,5,13500,9.91,0,0.23,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7655,22,76500,0,7500,13.24,1,0.1,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
7656,23,57738,7,7000,7.14,0,0.12,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7657,23,57744,7,2500,10.37,0,0.04,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
7658,23,87000,1,7500,10.33,0,0.09,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7659,23,90000,5,7500,15.58,0,0.08,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
7660,22,66300,3,7500,14.96,1,0.1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
7661,23,90000,7,7500,11.03,0,0.08,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7662,23,57850,8,4000,10.99,0,0.07,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7663,22,57860,1,20000,11.41,0,0.35,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7664,22,57900,3,4850,8.49,0,0.08,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7665,24,79500,2,7500,16.89,1,0.09,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
7666,22,57996,4,21250,6.91,0,0.37,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
7667,24,100300,3,7500,11.49,0,0.07,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
7668,23,57996,5,8800,7.51,0,0.15,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7669,23,115275,7,7500,11.28,0,0.07,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7670,26,116600,2,7500,11.59,0,0.06,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
7671,22,57996,2,2500,12.53,0,0.04,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7672,26,108000,2,7500,16.77,1,0.07,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7673,24,57996,5,2400,11.89,0,0.04,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
7674,25,125000,3,7500,12.69,0,0.06,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
7675,26,51996,2,6500,15.68,1,0.13,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
7676,26,230000,0,7500,8,0,0.03,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7677,26,58000,5,31300,11.71,0,0.54,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
7678,26,50000,3,7525,11.49,0,0.15,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7679,24,20400,3,7550,14.79,1,0.37,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
7680,25,58000,7,7200,11.71,0,0.12,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7681,24,58000,8,15700,7.9,0,0.27,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7682,24,58000,3,11000,16.77,0,0.19,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
7683,22,70000,4,7550,7.51,0,0.11,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
7684,26,56950,10,7550,9.99,1,0.11,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
7685,25,54000,7,7575,6.99,0,0.14,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
7686,22,58000,6,20000,11.99,0,0.34,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
7687,26,58000,0,11600,11.99,0,0.2,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7688,22,52000,6,14825,15.62,1,0.29,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7689,25,41412,4,7600,11.12,0,0.18,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
7690,25,39000,3,7600,12.84,1,0.19,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
7691,22,49000,0,7600,15.62,1,0.16,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
7692,25,60000,1,7600,12.21,0,0.13,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
7693,26,67000,2,7600,10,0,0.11,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7694,24,58000,5,7000,6.99,0,0.12,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7695,25,61680,1,7600,13.23,1,0.12,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
7696,24,58000,3,6000,5.42,0,0.1,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
7697,24,58000,8,3000,5.42,0,0.05,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7698,21,58000,3,4500,6.92,0,0.08,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7699,24,76554,8,7600,12.61,0,0.1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
7700,23,57000,5,7650,11.71,0,0.13,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7701,26,58000,2,3000,6.92,0,0.05,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
7702,25,65000,6,7675,15.33,0,0.12,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
7703,22,23400,4,7700,5.99,1,0.33,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7704,24,52000,8,5000,15.28,1,0.1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
7705,25,24000,6,7700,8.9,1,0.32,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
7706,24,58000,8,8000,13.43,0,0.14,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7707,22,58000,1,4000,7.29,0,0.07,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
7708,23,29772,3,7700,16.77,1,0.26,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
7709,22,58000,6,10000,14.83,0,0.17,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
7710,22,58000,4,11050,6.54,0,0.19,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7711,25,58000,9,8500,7.14,0,0.15,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7712,24,96408,1,7700,12.53,0,0.08,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
7713,22,19680,2,7750,14.83,1,0.39,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
7714,24,24000,0,7750,17.27,1,0.32,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
7715,23,58000,8,8000,13.61,0,0.14,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
7716,26,24000,1,7750,14.35,1,0.32,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7717,23,58000,4,6400,13.48,0,0.11,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
7718,21,26000,2,7750,16.7,1,0.3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
7719,25,58000,8,17500,13.11,0,0.3,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
7720,21,26000,4,7750,13.16,0,0.3,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
7721,23,58000,4,15000,10.25,0,0.26,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
7722,26,58000,10,5000,10.62,0,0.09,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7723,23,58000,3,5000,7.14,0,0.09,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7724,26,29760,6,7750,9.62,0,0.26,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
7725,23,29000,6,7750,14.59,1,0.27,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
7726,23,58000,0,9600,7.51,0,0.17,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7727,25,58000,9,10400,12.18,0,0.18,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
7728,23,52000,7,5000,11.48,1,0.1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
7729,22,48000,1,7750,7.74,0,0.16,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
7730,25,49000,2,7750,9.63,0,0.16,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7731,25,100000,9,7750,9.99,1,0.08,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
7732,24,58000,6,2200,7.4,0,0.04,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7733,22,33000,5,7800,10.99,0,0.24,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7734,24,58000,0,3500,7.68,0,0.06,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
7735,23,33000,0,7800,10.95,1,0.24,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
7736,24,33600,1,7800,16.49,1,0.23,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
7737,25,58000,4,17000,10.95,0,0.29,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
7738,22,58000,5,4500,13.16,0,0.08,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7739,21,34000,5,7800,13.79,1,0.23,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7740,26,36000,3,7800,14.27,0,0.22,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
7741,23,58000,0,16000,12.21,0,0.28,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7742,22,58000,3,15000,13.79,0,0.26,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7743,26,38000,6,7800,12.53,0,0.21,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7744,26,58000,5,12000,13.16,0,0.21,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
7745,25,58000,2,2750,12.86,0,0.05,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
7746,25,58000,5,10000,13.24,0,0.17,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
7747,22,52000,6,10000,13.87,1,0.19,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
7748,25,43000,2,7800,7.14,0,0.18,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
7749,25,58000,5,3150,6.17,0,0.05,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7750,26,43000,5,7800,7.88,0,0.18,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7751,23,43955,7,7800,15.62,0,0.18,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
7752,23,45000,0,7800,12.69,0,0.17,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7753,24,45000,3,7800,7.51,0,0.17,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
7754,24,54000,2,7800,7.9,0,0.14,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7755,26,58125,10,6000,10.25,0,0.1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7756,24,49000,2,7800,15.62,1,0.16,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
7757,25,59000,2,7800,12.21,0,0.13,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7758,22,60000,6,7800,15.21,0,0.13,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
7759,22,58200,1,10000,12.53,0,0.17,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7760,23,59004,1,7800,15.99,1,0.13,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7761,26,78000,6,7800,16.77,0,0.1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
7762,23,80000,2,7800,9.99,0,0.1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7763,26,85757,0,7800,11.83,0,0.09,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
7764,21,100000,1,7800,7.88,0,0.08,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7765,24,26000,3,7850,9.96,0,0.3,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
7766,22,32000,0,7875,14.91,1,0.25,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
7767,23,58500,6,4000,8,0,0.07,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7768,25,58560,9,5000,10.59,0,0.09,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7769,23,58560,7,8000,12.21,0,0.14,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
7770,23,58600,6,7800,7.9,0,0.13,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
7771,22,28000,7,7900,9.99,0,0.28,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7772,22,58608,6,12000,6.03,0,0.2,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7773,22,52650,1,19200,17.26,1,0.36,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7774,23,30000,4,7925,15.27,0,0.26,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7775,26,52704,8,3000,10.95,1,0.06,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
7776,25,58750,6,6000,15.33,0,0.1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
7777,21,50700,5,7950,10.99,0,0.16,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7778,22,58800,6,5100,10.99,0,0.09,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7779,22,14400,3,8000,9.99,1,0.56,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
7780,21,15500,3,8000,7.51,1,0.52,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
7781,24,16000,0,8000,13.57,1,0.5,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
7782,21,58800,5,25000,14.09,0,0.43,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
7783,22,19200,4,8000,16.29,1,0.42,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
7784,22,58896,6,9500,6.76,0,0.16,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
7785,24,19200,1,8000,13.61,1,0.42,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
